season,series_id,series_name,mode,use,species,planting_type,seeds_per_hole,young_plants_tray,sowing_date,planting_date,first_harvest_date,last_harvest_date,block_area,block_density,block_spacing_rows,block_spacing_plants,bed_length,bed_density,bed_rows,bed_spacing_plants,finished,harvest_unit,yield_expected_area,variety_name,variety_part
2025,,Chou rouge Travro F1 S23,open-field,bed,Chou rouge,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,750.0,,1.0,50.0,,kg,1.9,Travero F1,100
2026,,Chou rouge Travro F1 S23,open-field,bed,Chou rouge,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,750.0,,1.0,50.0,,kg,1.9,Travero F1,100
2025,,Chrysanthème comestible S18,open-field,bed,Chrysanthème,young-plant,1.0,Plaque de 100,2025-04-07,2025-05-05,2025-06-02,2025-10-13,,,,,10.0,,1.0,50.0,,bunch,10.0,Chrysanthème,100
2026,,Chrysanthème comestible S18,open-field,bed,Chrysanthème,young-plant,1.0,Plaque de 100,2026-04-06,2026-05-04,2026-06-01,2026-10-12,,,,,10.0,,1.0,50.0,,bunch,10.0,Chrysanthème,100
2025,,Ciboulette chinoise S11,greenhouse,bed,Ciboule de Chine annuelle,young-plant,15.0,Plaque de 100,2024-08-19,2025-03-17,2025-05-05,2025-05-26,,,,,4.0,,16.0,25.0,,bunch,10.0,Ciboulette chinoise,100
2026,,Ciboulette chinoise S11,greenhouse,bed,Ciboule de Chine annuelle,young-plant,15.0,Plaque de 100,2025-08-18,2026-03-16,2026-05-04,2026-05-25,,,,,4.0,,16.0,25.0,,bunch,10.0,Ciboulette chinoise,100
2025,,Ciboulette S11,greenhouse,bed,Ciboulette,young-plant,15.0,Plaque de 100,2024-08-19,2025-03-17,2025-05-05,2025-05-26,,,,,10.0,,16.0,25.0,,bunch,10.0,Commune,100
2026,,Ciboulette S11,greenhouse,bed,Ciboulette,young-plant,15.0,Plaque de 100,2025-08-18,2026-03-16,2026-05-04,2026-05-25,,,,,10.0,,16.0,25.0,,bunch,10.0,Commune,100
2025,,Claytone de Cuba cycle court sous abri S36,greenhouse,bed,Claytone de Cuba,young-plant,20.0,Plaque de 100,2025-08-11,2025-09-08,2025-10-06,2026-03-16,,,,,,,16.0,25.0,,kg,0.7,Winterpostlein,100
2026,,Claytone de Cuba cycle court sous abri S36,greenhouse,bed,Claytone de Cuba,young-plant,20.0,Plaque de 100,2026-08-10,2026-09-07,2026-10-05,2027-03-08,,,,,,,16.0,25.0,,kg,0.7,Winterpostlein,100
2025,,Claytone de Cuba cycle court sous abri S43,greenhouse,bed,Claytone de Cuba,young-plant,20.0,Plaque de 100,2025-09-29,2025-10-27,2025-11-24,2026-05-04,,,,,15.0,,16.0,25.0,,kg,0.7,Winterpostlein,100
2026,,Claytone de Cuba cycle court sous abri S43,greenhouse,bed,Claytone de Cuba,young-plant,20.0,Plaque de 100,2026-09-28,2026-10-26,2026-11-23,2027-04-26,,,,,5.5,,16.0,25.0,,kg,0.7,Winterpostlein,100
2025,,Concombre été sous abri Arménien S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2025-03-31,2025-04-28,2025-06-09,2025-09-15,,,,,8.6,,1.0,40.0,,kg,3.0,Arménien,100
2026,,Concombre été sous abri Arménien S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2026-03-30,2026-04-27,2026-06-08,2026-09-14,,,,,7.5,,1.0,40.0,,kg,3.0,Arménien,100
2025,,Concombre été sous abri Caman NT (RZ) ou Akito S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2025-03-31,2025-04-28,2025-06-09,2025-09-15,,,,,34.5,,1.0,40.0,,kg,3.0,Akito F1,100
2026,,Concombre été sous abri Caman NT (RZ) ou Akito S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2026-03-30,2026-04-27,2026-06-08,2026-09-14,,,,,30.0,,1.0,40.0,,kg,3.0,Akito F1,100
2025,,Concombre été sous abri Lockheed S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2025-03-31,2025-04-28,2025-06-09,2025-09-15,,,,,34.5,,1.0,40.0,,kg,3.0,Lockheed F1,100
2026,,Concombre été sous abri Lockheed S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2026-03-30,2026-04-27,2026-06-08,2026-09-14,,,,,30.0,,1.0,40.0,,kg,3.0,Lockheed F1,100
2026,,Concombre été sous abri Paska ou Khassib S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2026-03-30,2026-04-27,2026-06-08,2026-09-14,,,,,30.0,,1.0,40.0,,kg,3.0,Paska F1,100
2025,,Concombre été sous abri Paska ou Khassib S17,greenhouse,bed,Concombre,young-plant,1.0,Plaque de 32,2025-03-31,2025-04-28,2025-06-09,2025-09-15,,,,,34.5,,1.0,40.0,,kg,3.0,Paska F1,100
2026,,Coriandre Kairos S39,greenhouse,bed,Coriandre,young-plant,4.0,Plaque de 100,2026-08-31,2026-09-28,2026-11-16,2027-02-22,,,,,18.0,,16.0,25.0,,bunch,7.5,Kairos,100
2025,,Coriandre S36,greenhouse,bed,Coriandre,young-plant,4.0,Plaque de 100,2025-08-11,2025-09-08,2025-10-27,2026-02-09,,,,,30.0,,16.0,25.0,,bunch,7.5,Kairos,100
2026,,Coriandre S42,greenhouse,bed,Coriandre,young-plant,4.0,Plaque de 100,2026-09-21,2026-10-19,2026-12-14,2027-03-22,,,,,30.0,,16.0,25.0,,bunch,7.5,Kairos,100
2025,,Coriandre S43,greenhouse,bed,Coriandre,young-plant,4.0,Plaque de 100,2025-09-29,2025-10-27,2025-12-15,2026-03-30,,,,,30.0,,16.0,25.0,,bunch,7.5,Kairos,100
2026,,Coriandre S46,greenhouse,bed,Coriandre,young-plant,4.0,Plaque de 100,2026-10-19,2026-11-16,2027-01-04,2027-04-12,,,,,30.0,,16.0,25.0,,bunch,7.5,Kairos,100
2025,,Cosmos S18,open-field,bed,Cosmos,young-plant,1.0,Plaque de 100,2025-04-07,2025-05-05,2025-06-02,2025-10-13,,,,,10.0,,1.0,50.0,,bunch,10.0,Sensation,100
2026,,Cosmos S18,open-field,bed,Cosmos,young-plant,1.0,Plaque de 100,2026-04-06,2026-05-04,2026-06-01,2026-10-12,,,,,10.0,,1.0,50.0,,bunch,10.0,Sensation,100
2025,,Courge plein champ Bleu de Hongrie S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,9.0,,5.0,80.0,,kg,1.7,Maxima Bleu de Hongrie,100
2026,,Courge plein champ Bleu de Hongrie S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,8.0,,5.0,80.0,,kg,1.7,Maxima Bleu de Hongrie,100
2025,,Courge plein champ Blue Ballet S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,90.0,,5.0,80.0,,kg,1.7,Potimarron Blue Ballet,100
2026,,Courge plein champ Blue Ballet S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,80.0,,5.0,80.0,,kg,1.7,Potimarron Blue Ballet,100
2025,,Courge plein champ Butternut S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,18.0,,5.0,80.0,,kg,1.7,Moschata Butternut,100
2025,,Courge plein champ Butternut S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,47.3,,5.0,80.0,,kg,1.7,Moschata Butternut mixte de la ferme,100
2026,,Courge plein champ Butternut S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,16.0,,5.0,80.0,,kg,1.7,Moschata Butternut,100
2026,,Courge plein champ Butternut S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,36.0,,5.0,80.0,,kg,1.7,Moschata Butternut mixte de la ferme,100
2025,,Courge plein champ Carat S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,18.0,,5.0,80.0,,kg,1.7,Moschata Carat,100
2026,,Courge plein champ Carat S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,16.0,,5.0,80.0,,kg,1.7,Moschata Carat,100
2025,,Courge plein champ Delicata S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,4.5,,5.0,80.0,,kg,1.7,Pepo Delicata,100
2025,,Courge plein champ Early butternut S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,36.0,,5.0,80.0,,kg,1.7,Moschata Early butternut,100
2026,,Courge plein champ Early butternut S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,16.0,,5.0,80.0,,kg,1.7,Moschata Early butternut,100
2026,,Courge plein champ Eliana F1 S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,16.0,,5.0,80.0,,kg,1.7,Moschata Butternut Eliana F1,100
2025,,Courge plein champ Fictor S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,23.9,,5.0,80.0,,kg,1.7,Potimarron Fictor,100
2026,,Courge plein champ Fictor S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,21.0,,5.0,80.0,,kg,1.7,Potimarron Fictor,100
2025,,Courge plein champ Futzu black S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,18.0,,5.0,80.0,,kg,1.7,Moschata Futsu black,100
2026,,Courge plein champ Futzu black S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,16.0,,5.0,80.0,,kg,1.7,Moschata Futsu black,100
2025,,Courge plein champ Green d'Okaïdo S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,9.0,,5.0,80.0,,kg,1.7,Potimarron Green Hokaïdo,100
2026,,Courge plein champ Green d'Okaïdo S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,8.0,,5.0,80.0,,kg,1.7,Potimarron Green Hokaïdo,100
2026,,Courge plein champ Ker Madec F1 S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,25.6,,5.0,80.0,,kg,1.7,Potimarron Ker Madec F1,100
2026,,Courge plein champ Longue de Nice S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,4.0,,5.0,80.0,,kg,1.7,Moschata Longue de Nice,100
2025,,Courge plein champ Musquée de Provence S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,21.4,,5.0,80.0,,kg,1.7,Moschata Musquée de Provence,100
2026,,Courge plein champ Musquée de Provence S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,19.0,,5.0,80.0,,kg,1.7,Moschata Musquée de Provence,100
2025,,Courge plein champ Orange summer S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,28.8,,5.0,80.0,,kg,1.7,Potimarron Orange Summer F1,100
2025,,Courge plein champ Patidou S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,4.5,,5.0,80.0,,kg,1.7,Pepo Patidou,100
2026,,Courge plein champ Patidou S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,4.0,,5.0,80.0,,kg,1.7,Pepo Patidou,100
2026,,Courge plein champ Patisson blanc S10,open-field,bed,Pâtisson,young-plant,1.0,,2026-01-26,2026-03-09,2026-07-20,2026-08-10,,,,,1.4,,5.0,80.0,,kg,1.7,Blanc,100
2025,,Courge plein champ Pâtisson Blanc S10,open-field,bed,Pâtisson,young-plant,1.0,,2025-01-27,2025-03-10,2025-07-21,2025-08-11,,,,,1.6,,5.0,80.0,,kg,1.7,Blanc,100
2026,,Courge plein champ Patisson jaune S10,open-field,bed,Pâtisson,young-plant,1.0,Plaque de 32,2026-01-26,2026-03-09,2026-07-20,2026-08-10,,,,,1.4,,5.0,80.0,,kg,1.7,Jaune,100
2025,,Courge plein champ Pâtisson Jaune S10,open-field,bed,Pâtisson,young-plant,1.0,Plaque de 32,2025-01-27,2025-03-10,2025-07-21,2025-08-11,,,,,1.6,,5.0,80.0,,kg,1.7,Jaune,100
2026,,Courge plein champ Patisson orange S10,open-field,bed,Pâtisson,young-plant,1.0,Plaque de 32,2026-01-26,2026-03-09,2026-07-20,2026-08-10,,,,,1.4,,5.0,80.0,,kg,1.7,Orange,100
2025,,Courge plein champ Pâtisson Orange S10,open-field,bed,Pâtisson,young-plant,1.0,Plaque de 32,2025-01-27,2025-03-10,2025-07-21,2025-08-11,,,,,1.6,,5.0,80.0,,kg,1.7,Orange,100
2025,,Courge plein champ Potimarron S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,20.3,,5.0,80.0,,kg,1.7,Potimarron mixte de la ferme,100
2026,,Courge plein champ Potimarron S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,12.0,,5.0,80.0,,kg,1.7,Potimarron mixte de la ferme,100
2026,,Courge plein champ Queensland Blue S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,12.0,,5.0,80.0,,kg,1.7,Potiron Queensland blue,100
2025,,Courge plein champ Queensland S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,13.5,,5.0,80.0,,kg,1.7,Potiron Queensland blue,100
2025,,Courge plein champ Red kuri S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,18.0,,5.0,80.0,,kg,1.7,Potimarron Red kuri,100
2026,,Courge plein champ Red kuri S18,open-field,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,16.0,,5.0,80.0,,kg,1.7,Potimarron Red kuri,100
2025,,Courge sous abri Amphore S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,10.0,,1.0,80.0,,kg,1.7,Gourde amphore (Lagenaria siceraria),100
2026,,Courge sous abri Amphore S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,10.0,,1.0,80.0,,kg,1.7,Gourde amphore (Lagenaria siceraria),100
2025,,Courge sous abri Eponge S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,10.0,,1.0,80.0,,kg,1.7,Éponge (Luffa aegyptiaca),100
2026,,Courge sous abri Eponge S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,10.0,,1.0,80.0,,kg,1.7,Éponge (Luffa aegyptiaca),100
2025,,Courge sous abri Gourde maté S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,10.0,,1.0,80.0,,kg,1.7,Gourde maté,100
2026,,Courge sous abri Gourde maté S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,10.0,,1.0,80.0,,kg,1.7,Gourde maté,100
2025,,Courge sous abri Marenka S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,4.6,,1.0,80.0,,kg,1.7,Gourde Marenka (Lagenaria siceraria),100
2025,,Courge sous abri Marenka S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,5.4,,1.0,80.0,,kg,1.7,Gourde Marenka (Lagenaria siceraria),100
2026,,Courge sous abri Marenka S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,10.0,,1.0,80.0,,kg,1.7,Gourde Marenka (Lagenaria siceraria),100
2025,,Courge sous abri Plate de Corse S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-15,2025-10-13,,,,,10.0,,1.0,80.0,,kg,1.7,Gourde Plate de Corse (Lagenaria siceraria),100
2026,,Courge sous abri Plate de Corse S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-09-14,2026-10-12,,,,,10.0,,1.0,80.0,,kg,1.7,Gourde Plate de Corse (Lagenaria siceraria),100
2025,,Courge sous abri pour semence Butternut S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-01,2025-09-08,,,,,60.0,,5.0,80.0,,kg,1.7,Moschata Butternut mixte de la ferme,100
2026,,Courge sous abri pour semence Butternut S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-08-31,2026-09-07,,,,,60.0,,5.0,80.0,,kg,1.7,Potimarron mixte de la ferme,100
2025,,Courge sous abri pour semence Potimarron S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2025-03-24,2025-05-05,2025-09-01,2025-09-01,,,,,60.0,,5.0,80.0,,kg,1.7,Potimarron mixte de la ferme,100
2026,,Courge sous abri pour semence Potimarron S18,greenhouse,bed,Courge,young-plant,1.0,Plaque de 32,2026-03-23,2026-05-04,2026-08-31,2026-08-31,,,,,60.0,,5.0,80.0,,kg,1.7,Potimarron mixte de la ferme,100
2025,,Courgette plein champ Goldi F1 S10,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-10,2025-03-10,2025-05-12,2025-08-25,,,,,13.3,,4.0,80.0,,kg,2.0,Goldi F1,100
2026,,Courgette plein champ Goldi F1 S15,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2026-03-16,2026-04-13,2026-06-15,2026-10-12,,,,,10.0,,4.0,80.0,,kg,2.0,Goldi F1,100
2025,,Courgette plein champ Lingodor F1 S10,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-10,2025-03-10,2025-05-12,2025-08-25,,,,,12.3,,4.0,80.0,,kg,2.0,Lingodor F1,100
2026,,Courgette plein champ Lingodor F1 S15,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2026-03-16,2026-04-13,2026-06-15,2026-10-12,,,,,9.0,,4.0,80.0,,kg,2.0,Lingodor F1,100
2025,,Courgette plein champ Luneor F1 S10,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-10,2025-03-10,2025-05-12,2025-08-25,,,,,1.7,,4.0,80.0,,kg,2.0,Luneor F1,100
2026,,Courgette plein champ Luneor F1 S15,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2026-03-16,2026-04-13,2026-06-15,2026-10-12,,,,,1.3,,4.0,80.0,,kg,2.0,Luneor F1,100
2025,,Courgette plein champ Noriac S10,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-10,2025-03-10,2025-05-12,2025-08-25,,,,,66.7,,4.0,80.0,,kg,2.0,Noriac F1,100
2025,,Courgette plein champ Twitter S10,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-10,2025-03-10,2025-05-12,2025-08-25,,,,,26.0,,4.0,80.0,,kg,2.0,Twitter F1,100
2026,,Courgette plein champ Twitter S15,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2026-03-16,2026-04-13,2026-06-15,2026-10-12,,,,,22.0,,4.0,80.0,,kg,2.0,Twitter F1,100
2025,,Courgette plein champ Zelia S10,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-10,2025-03-10,2025-05-12,2025-08-25,,,,,14.7,,4.0,80.0,,kg,2.0,Zelia F1,100
2026,,Courgette plein champ Zelia S15,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2026-03-16,2026-04-13,2026-06-15,2026-10-12,,,,,11.0,,4.0,80.0,,kg,2.0,Zelia F1,100
2025,,Courgette plein champ Zodiac S10,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-10,2025-03-10,2025-05-12,2025-08-25,,,,,66.7,,4.0,80.0,,kg,2.0,Zodiac F1,100
2026,,Courgette plein champ Zodiac S15,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2026-03-16,2026-04-13,2026-06-15,2026-10-12,,,,,50.0,,4.0,80.0,,kg,2.0,Zodiac F1,100
2026,,Courgette plein champ Zodiac S27,open-field,bed,Courgette,young-plant,1.0,Plaque de 32,2026-06-08,2026-07-06,2026-08-24,2026-11-09,,,,,50.0,,4.0,80.0,,kg,2.0,Zodiac F1,100
2025,,Courgette précoce sous abri Twitter S11,greenhouse,bed,Courgette,young-plant,1.0,Plaque de 32,2025-02-17,2025-03-17,2025-05-19,2025-06-09,,,,,30.0,,5.0,80.0,,kg,4.0,Twitter F1,100
2026,,Courgette précoce sous abri Twitter S11,greenhouse,bed,Courgette,young-plant,1.0,Plaque de 32,2026-02-16,2026-03-16,2026-05-18,2026-06-08,,,,,30.0,,5.0,80.0,,kg,4.0,Twitter F1,100
2025,,Cresson d'hiver S36,greenhouse,bed,Cresson,young-plant,7.0,Plaque de 100,2025-08-11,2025-09-08,2025-10-06,2026-03-16,,,,,15.0,,16.0,25.0,,kg,0.7,d'hiver Bittercress,100
2026,,Cresson d'hiver S36,greenhouse,bed,Cresson,young-plant,7.0,Plaque de 100,2026-08-10,2026-09-07,2026-10-05,2027-03-08,,,,,15.0,,16.0,25.0,,kg,0.7,d'hiver Bittercress,100
2025,,Cresson d'hiver S44,greenhouse,bed,Cresson,young-plant,7.0,Plaque de 100,2025-10-06,2025-11-03,2025-12-01,2026-05-11,,,,,15.0,,16.0,25.0,,kg,0.7,d'hiver Bittercress,100
2026,,Cresson d'hiver S44,greenhouse,bed,Cresson,young-plant,7.0,Plaque de 100,2026-10-05,2026-11-02,2026-11-30,2027-05-03,,,,,15.0,,16.0,25.0,,kg,0.7,d'hiver Bittercress,100
2025,,Echalote S5,open-field,bed,Echalote,young-plant-bought,,,,2025-02-03,2025-06-23,2025-07-14,,,,,153.0,,5.0,17.0,,kg,1.4,Echalote,100
2026,,Echalote S5,open-field,bed,Echalote,young-plant-bought,,,,2026-02-02,2026-06-22,2026-07-13,,,,,153.0,,5.0,17.0,,kg,1.4,Echalote,100
2025,,Epinard El lucio S37,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-08-18,2025-09-15,2025-10-13,2026-02-23,,,,,31.5,,16.0,25.0,,kg,0.7,El lucio,100
2026,,Epinard El lucio S37,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-08-17,2026-09-14,2026-10-12,2027-02-15,,,,,31.5,,16.0,25.0,,kg,0.7,El lucio,100
2025,,Epinard El lucio S40,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-09-08,2025-10-06,2025-11-03,2026-03-16,,,,,12.7,,16.0,25.0,,kg,0.7,El lucio,100
2025,,Epinard El lucio S40,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-09-08,2025-10-06,2025-11-03,2026-03-16,,,,,18.8,,16.0,25.0,,kg,0.7,El lucio,100
2026,,Epinard El lucio S40,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-09-07,2026-10-05,2026-11-02,2027-03-08,,,,,12.7,,16.0,25.0,,kg,0.7,El lucio,100
2026,,Epinard El lucio S40,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-09-07,2026-10-05,2026-11-02,2027-03-08,,,,,18.8,,16.0,25.0,,kg,0.7,El lucio,100
2025,,Epinard El lucio S42,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-09-22,2025-10-20,2025-11-17,2026-03-30,,,,,31.5,,16.0,25.0,,kg,0.7,El lucio,100
2026,,Epinard El lucio S42,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-09-21,2026-10-19,2026-11-16,2027-03-22,,,,,31.5,,16.0,25.0,,kg,0.7,El lucio,100
2025,,Epinard El lucio S44,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-10-06,2025-11-03,2025-12-01,2026-04-13,,,,,9.7,,16.0,25.0,,kg,0.7,El lucio,100
2025,,Epinard El lucio S44,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-10-06,2025-11-03,2025-12-01,2026-04-13,,,,,21.8,,16.0,25.0,,kg,0.7,El lucio,100
2026,,Epinard El lucio S44,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-10-05,2026-11-02,2026-11-30,2027-04-05,,,,,9.7,,16.0,25.0,,kg,0.7,El lucio,100
2026,,Epinard El lucio S44,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-10-05,2026-11-02,2026-11-30,2027-04-05,,,,,21.8,,16.0,25.0,,kg,0.7,El lucio,100
2025,,Epinard El majistic S33,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-07-21,2025-08-18,2025-09-15,2025-10-27,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
2026,,Epinard El majistic S33,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-07-20,2026-08-17,2026-09-14,2027-01-18,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
2025,,Epinard El majistic S35,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-08-04,2025-09-01,2025-09-29,2025-10-27,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
2026,,Epinard El majistic S35,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-08-03,2026-08-31,2026-09-28,2027-02-01,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
2025,,Epinard El majistic S37,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2025-08-18,2025-09-15,2025-10-13,2026-02-23,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
2026,,Epinard El majistic S37,greenhouse,bed,Épinard,young-plant,4.0,Plaque de 100,2026-08-17,2026-09-14,2026-10-12,2027-02-15,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
2025,,Epinard plein champ El majistic S11,open-field,bed,Épinard,young-plant,4.0,Plaque de 100,2025-02-17,2025-03-17,2025-04-14,2025-05-05,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
